	reactant	product	byproduct	reagent	solvent	catalyst	yield
6260	CC(=O)Oc1cc(C#N)c(Br)c(C#N)c1OC(C)=O.C=C(C)[Sn](CCCC)(CCCC)CCCC	C=C(C)c1c(C#N)cc(O)c(O)c1C#N	empty	empty	empty	empty	0.0
6261	C=C[Sn](CCCC)(CCCC)CCCC.COC(=O)c1nc(Cl)cc(N)c1Br	C=Cc1c(N)cc(Cl)nc1C(=O)OC	empty	empty	empty	empty	0.0
6262	COC(=O)c1nc(Br)c2c(cc(-c3ccccc3)c(=O)n2Cc2ccccc2)c1O.CCCC[Sn](CCCC)(CCCC)c1cnc(OCC)nc1	CCOc1ncc(-c2nc(C(=O)OC)c(O)c3cc(-c4ccccc4)c(=O)n(Cc4ccccc4)c23)cn1	empty	empty	empty	empty	0.0
6263	CCOc1cc2c(cc1Br)C(C(C)C)=CCC2(C)C.C=C(OCC)[Sn](CCCC)(CCCC)CCCC	CCOc1cc2c(cc1C(C)=O)C(C(C)C)=CCC2(C)C	empty	empty	empty	empty	0.0
6264	Cc1ccccc1-c1cccc(Nc2ccc(-c3ccc(Nc4ccc(Br)c(-c5ccccc5C)c4)cc3)cc2)c1.C=C[Sn](CCCC)(CCCC)CCCC	C=Cc1ccc(Nc2ccc(-c3ccc(Nc4cccc(-c5ccccc5C)c4)cc3)cc2)cc1-c1ccccc1C	empty	empty	empty	empty	0.0
6265	COC(=O)c1nc(Br)c2c(cc(-c3ccccc3)c(=O)n2Cc2ccccc2)c1O.CCCC[Sn](CCCC)(CCCC)c1cncc(F)c1	COC(=O)c1nc(-c2cncc(F)c2)c2c(cc(-c3ccccc3)c(=O)n2Cc2ccccc2)c1O	empty	empty	empty	empty	0.0
6266	COC(=O)C[C@@H]1Cc2cc(Br)c3[nH]ncc3c2CN(CC(F)(F)F)C1=O.CC[Sn](CC)(CC)CC	CCc1cc2c(c3cn[nH]c13)CN(CC(F)(F)F)C(=O)[C@H](CC(=O)OC)C2	empty	empty	empty	empty	0.0
6267	N#Cc1c(Br)sc(-c2ncn(C3CCCCO3)n2)c1Br.CCCC[Sn](CCCC)(CCCC)c1ccnnc1	N#Cc1c(-c2ccnnc2)sc(-c2ncn(C3CCCCO3)n2)c1Br	empty	empty	empty	empty	0.0
6268	CN(C(=O)OC(C)(C)C)c1sc(-c2cncc(F)c2)nc1Br.C=C[Sn](CCCC)(CCCC)CCCC	C=Cc1nc(-c2cncc(F)c2)sc1N(C)C(=O)OC(C)(C)C	empty	empty	empty	empty	0.0
6269	CC(C)(C)OC(=O)N1C[C@@H]2CC([Sn](C)(C)C)=C[C@@H]2C1.N#Cc1cncc(Br)c1	CC(C)(C)OC(=O)N1C[C@@H]2CC(c3cncc(C#N)c3)=C[C@@H]2C1	empty	empty	empty	empty	0.0
6270	CCCC[Sn](CCCC)(CCCC)c1ccccn1.CC(=O)Nc1c(Br)cccc1[N+](=O)[O-]	CC(=O)Nc1c(-c2ccccn2)cccc1[N+](=O)[O-]	empty	empty	empty	empty	0.0
6271	COC(=O)c1c(N(C(=O)OC)S(=O)(=O)c2ccc(F)cc2Br)ccc2c1OC[C@@H]1C[C@H]21.CCCC[Sn](/C=C\CO)(CCCC)CCCC	COC(=O)c1c(N(C(=O)OC)S(=O)(=O)c2ccc(F)cc2/C=C\CO)ccc2c1OC[C@@H]1C[C@H]21	empty	empty	empty	empty	0.0
6272	CCCC[Sn](CCCC)(CCCC)c1ncco1.CN1CCNc2ccc(Br)cc21	CN1CCNc2ccc(-c3ncco3)cc21	empty	empty	empty	empty	0.0
6273	CCNC(=O)Nc1nc2cc(OCc3ccccc3)cc(Br)c2s1.CCCC[Sn](CCCC)(CCCC)c1ccccn1	CCNC(=O)Nc1nc2cc(OCc3ccccc3)cc(-c3ccccn3)c2s1	empty	empty	empty	empty	0.0
6274	C=C(OCC)[Sn](CCCC)(CCCC)CCCC.CC(F)(F)c1ccc(Br)cc1F	CC(=O)c1ccc(C(C)(F)F)c(F)c1	empty	empty	empty	empty	0.0
6275	C[Si](C)(C)CCOCOc1cc(Br)cc2c(=O)n(COCC[Si](C)(C)C)cnc12.CCCC[Sn](CCCC)(CCCC)c1ncc(C)s1	Cc1cnc(-c2cc(OCOCC[Si](C)(C)C)c3ncn(COCC[Si](C)(C)C)c(=O)c3c2)s1	empty	empty	empty	empty	0.0
6276	Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(Br)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2cc[nH]c(=O)c2c1.CCCC[Sn](CCCC)(CCCC)c1ccccn1	Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(-c3ccccn3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2cc[nH]c(=O)c2c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	empty	empty	empty	empty	0.0
6277	COCCCOc1cc2c(cc1Br)-c1c(cc(C(=O)OC(C)C)c(=O)n1C1CC1)C(C)S2(=O)=O.CCCC[Sn](CCCC)(CCCC)c1cccs1	COCCCOc1cc2c(cc1-c1cccs1)-c1c(cc(C(=O)O)c(=O)n1C1CC1)C(C)S2(=O)=O	empty	empty	empty	empty	0.0
6278	CC(C)(C)OC(=O)N1Cc2c([Sn](C)(C)C)ccc(Cl)c2C1=O.Fc1ccn2c(Br)cnc2c1	CC(C)(C)OC(=O)N1Cc2c(-c3cnc4cc(F)ccn34)ccc(Cl)c2C1=O	empty	empty	empty	empty	0.0
6279	Nc1cnc(Cl)c(Br)c1-c1cc(-c2ccc(CN3CCCCC3)cc2)cnc1F.C=C[Sn](CCCC)(CCCC)CCCC	C=Cc1c(Cl)ncc(N)c1-c1cc(-c2ccc(CN3CCCCC3)cc2)cnc1F	empty	empty	empty	empty	0.0
6280	CCCC[Sn](CCCC)(CCCC)c1ccc(C)cc1.N#Cc1ccccc1Br	Cc1ccc(-c2ccccc2C#N)cc1	empty	empty	empty	empty	0.0
6281	CCCC[Sn](CCCC)(CCCC)c1cnc(Br)cc1F.Nc1ccc2nc(Br)sc2c1	Nc1ccc2nc(-c3cnc(Br)cc3F)sc2c1	empty	empty	empty	empty	0.0
6282	CCn1c(=O)c(-c2ccc(Br)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21.CCCC[Sn](CCCC)(CCCC)c1ncc(C)s1	CCn1c(=O)c(-c2ccc(-c3ncc(C)s3)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21	empty	empty	empty	empty	0.0
6283	CCCC[Sn](CCCC)(CCCC)c1nccs1.COC(=O)c1cc(C)cnc1Br	COC(=O)c1cc(C)cnc1-c1nccs1	empty	empty	empty	empty	0.0
6284	CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1Br.CCCC[Sn](CCCC)(CCCC)c1ccccn1	CCOc1cc(C(=O)N(C)Cc2cccc3cn[nH]c23)ccc1-c1ccccn1	empty	empty	empty	empty	0.0
6285	Cc1ncn(-c2ccc(Nc3nccc([Sn](C)(C)C)n3)cc2)n1.N#Cc1cc(Br)cc(NC2CCOCC2)c1	Cc1ncn(-c2ccc(Nc3nccc(-c4cc(C#N)cc(NC5CCOCC5)c4)n3)cc2)n1	empty	empty	empty	empty	0.0
6286	CCCC[Sn](C#Cc1ccccc1)(CCCC)CCCC.CC(=O)Oc1cc(C#N)c(Br)c(C#N)c1OC(C)=O	N#Cc1cc(O)c(O)c(C#N)c1C#Cc1ccccc1	empty	empty	empty	empty	0.0
6287	CCCC[Sn](CCCC)(CCCC)c1cc(C(=O)OCC)no1.Cn1cc2ccc(Br)cc2n1	CCOC(=O)c1cc(-c2ccc3cn(C)nc3c2)on1	empty	empty	empty	empty	0.0
6288	C=CC[Sn](CCCC)(CCCC)CCCC.O=C1OCc2cc(Br)ccc21	C=CCc1ccc2c(c1)COC2=O	empty	empty	empty	empty	0.0
6289	Cc1cc(O)c2c(C)c(Cc3ccc(Cl)cc3)c(Cl)nc2c1.COC(=O)CBr	COC(=O)COc1cc(C)cc2nc(Cl)c(Cc3ccc(Cl)cc3)c(C)c12	empty	empty	empty	empty	0.0
6290	C=CCOc1cccc(CBr)c1.CC(C)(CCC(C#N)(c1ccccc1)c1ccccc1)N1CC[C@@H](O)C1	C=CCOc1cccc(CO[C@@H]2CCN(C(C)(C)CCC(C#N)(c3ccccc3)c3ccccc3)C2)c1	empty	empty	empty	empty	0.0
6291	CCOC(=O)/C=C/c1ccc(O)cc1Oc1ncc(C(F)(F)F)cc1Cl.COCCCBr	CCOC(=O)/C=C/c1ccc(OCCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl	empty	empty	empty	empty	0.0
6292	COc1ccc2c(c1)[C@]13CCN(C)[C@H](C2)[C@@H]1CC[C@@H](O)C3.COCCOCCOCCOS(C)(=O)=O	COCCOCCOCCO[C@@H]1CCC2[C@H]3Cc4ccc(OC)cc4[C@@]2(CCN3C)C1	empty	empty	empty	empty	0.0
6293	Cc1ccc(NC(=O)c2ccc(F)c(Cl)c2)cc1O.Cn1nc(CBr)c2c(Cl)ncnc21	Cc1ccc(NC(=O)c2ccc(F)c(Cl)c2)cc1OCc1nn(C)c2ncnc(Cl)c12	empty	empty	empty	empty	0.0
6294	OCC12CC3CC(CC(C3)C1)C2.O=C(O)CCl	O=C(O)COCC12CC3CC(CC(C3)C1)C2	empty	empty	empty	empty	0.0
6295	CC(C)(C)OC(=O)N1CCC2(CC1)C[C@H](O)C[C@H]2N[S@](=O)C(C)(C)C.CI	CO[C@@H]1C[C@@H](N[S@](=O)C(C)(C)C)C2(CCN(C(=O)OC(C)(C)C)CC2)C1	empty	empty	empty	empty	0.0
6296	COC(=O)CCc1ccc(O)cc1.O=C(c1ccccc1)c1ccc(CBr)cc1	COC(=O)CCc1ccc(OCc2ccc(C(=O)c3ccccc3)cc2)cc1	empty	empty	empty	empty	0.0
6297	CCOC(=O)C(C)Br.Oc1ccccc1	CCOC(=O)C(C)Oc1ccccc1	empty	empty	empty	empty	0.0
6298	CC(C)(O)c1cccc(CO[Si](C)(C)C(C)(C)C)n1.CI	COC(C)(C)c1cccc(CO[Si](C)(C)C(C)(C)C)n1	empty	empty	empty	empty	0.0
6299	C=CC(=C)CBr.O=Cc1ccc(Cl)cc1O	C=CC(=C)COc1cc(Cl)ccc1C=O	empty	empty	empty	empty	0.0
6300	Cn1cnc2c1c(=O)n(CCO)c(=O)n2C.CCOC(=O)CBr	CCOC(=O)COCCn1c(=O)c2c(ncn2C)n(C)c1=O	empty	empty	empty	empty	0.0
6301	O=C(CC1Cc2ccccc2C1)N[C@H](CN1CCCC1)[C@H](O)c1ccc(O)cc1.Cc1ccc(S(=O)(=O)OCC(F)(F)F)cc1	O=C(CC1Cc2ccccc2C1)N[C@H](CN1CCCC1)[C@H](O)c1ccc(OCC(F)(F)F)cc1	empty	empty	empty	empty	0.0
6302	CI.O=C1c2c(O)c(=O)cnn2[C@@H]([C@H](c2ccccc2)c2cccc(F)c2F)[C@H]2CCCN12	COc1c2n(ncc1=O)[C@@H]([C@H](c1ccccc1)c1cccc(F)c1F)[C@H]1CCCN1C2=O	empty	empty	empty	empty	0.0
6303	CCOC(=O)Cc1csc2cc(O)ccc12.ClCc1ccc(Cl)cc1Cl	CCOC(=O)Cc1csc2cc(OCc3ccc(Cl)cc3Cl)ccc12	empty	empty	empty	empty	0.0
6304	Oc1ccc2cccc(O)c2n1.BrCc1ccccc1	Oc1ccc2cccc(OCc3ccccc3)c2n1	empty	empty	empty	empty	0.0
6305	CN(C)C(=O)Nc1ccc(O)cc1.CC(C)NCC(O)CCl	CC(C)NCC(O)COc1ccc(NC(=O)N(C)C)cc1	empty	empty	empty	empty	0.0
6306	CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(=O)O.C=CCBr	C=CCO[C@@H]1C[C@@H](C(=O)O)N(C(=O)OC(C)(C)C)C1	empty	empty	empty	empty	0.0
6307	CC(C)(C)OC(=O)C(C)(C)CC[C@H]1CCC[C@@H](O)C1.Cc1oc(-c2cccc(C(F)(F)F)c2)nc1CI	Cc1oc(-c2cccc(C(F)(F)F)c2)nc1COC1CCCC(CCC(C)(C)C(=O)O)C1	empty	empty	empty	empty	0.0
6308	COC(=O)[C@H]1C[C@@H](O)CN1C(=O)OC(C)(C)C.C=CCBr	C=CCO[C@@H]1C[C@H](C(=O)OC)N(C(=O)OC(C)(C)C)C1	empty	empty	empty	empty	0.0
6309	CC(=O)OCCBr.O=C(O)c1cc(O)c2ccnc(C3CC3)c2n1	O=C(O)c1cc(OCCO)c2ccnc(C3CC3)c2n1	empty	empty	empty	empty	0.0
6310	CCc1cnc(N2CCC(CCCOS(C)(=O)=O)CC2)nc1.COC(=O)Cc1[nH]c(=O)ccc1C(=O)OC	CCc1cnc(N2CCC(CCCOc3ccc(C(=O)OC)c(CC(=O)OC)n3)CC2)nc1	empty	empty	empty	empty	0.0
6311	CCCc1nc(CC)n(-c2ccc(O)cc2)c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1.CC(C)(C)CI	CCCc1nc(CC)n(-c2ccc(OCC(C)(C)C)cc2)c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1	empty	empty	empty	empty	0.0
6312	C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.O=O	C[C@]12CC[C@H]3[C@@H](C=C[C@@]4(OO)C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O	empty	empty	empty	empty	0.0
6313	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.O=O	CC(=O)[C@H]1CC[C@H]2[C@@H]3C=C[C@@]4(OO)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	empty	empty	empty	empty	0.0
6314	CO[C@H]1CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)OC([C@H](C)C[C@@H]2CC[C@@H](OC(=O)CI)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@@H](C)C=CC=CC=C1C.N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	CO[C@H]1CC2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)OC([C@H](C)C[C@@H]2CC[C@@H](OC(=O)CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@@H](C)C=CC=CC=C1C	empty	empty	empty	empty	0.0
6315	CCCI.NC(=S)Nc1ccc2nc(N)sc2c1	CCCSC(=N)Nc1ccc2nc(N)sc2c1	empty	empty	empty	empty	0.0
6316	O=c1[nH]c(=O)c2cc(C(F)(F)F)c(-c3cc(Cl)c(F)cc3F)c(I)c2[nH]1.COCO[C@H](CO)CS	COCO[C@H](CO)CSc1c(-c2cc(Cl)c(F)cc2F)c(C(F)(F)F)cc2c(=O)[nH]c(=O)[nH]c12	empty	empty	empty	empty	0.0
6317	Fc1ccc(I)c(Br)c1.Sc1ccc(Cl)cc1	Fc1ccc(Sc2ccc(Cl)cc2)c(Br)c1	empty	empty	empty	empty	0.0
6318	CCNC(=S)N(C)c1cn(-c2cccnc2)nc1Cl.CCI	CCN=C(SCC)N(C)c1cn(-c2cccnc2)nc1Cl	empty	empty	empty	empty	0.0
6319	FC(F)(F)C(F)(F)C(F)(F)I.Nc1ccc(S)cc1	Nc1ccc(SC(F)(F)C(F)(F)C(F)(F)F)cc1	empty	empty	empty	empty	0.0
6320	CC(C)(C)[Si](C)(C)OC[C@@H]1C[C@@H](Oc2ncnc3c2nc(I)n3C2CCCCO2)C[C@@H]1O[Si](C)(C)C(C)(C)C.Cc1cccc(S)c1	Cc1cccc(Sc2nc3c(O[C@@H]4C[C@@H](CO[Si](C)(C)C(C)(C)C)[C@@H](O[Si](C)(C)C(C)(C)C)C4)ncnc3[nH]2)c1	empty	empty	empty	empty	0.0
6321	O=C(O)CCCc1ccc(I)cc1.Oc1ccccc1S	O=C(O)CCCc1ccc(Sc2ccccc2O)cc1	empty	empty	empty	empty	0.0
6322	CC(C)(S)CNc1ccccc1NCC(C)(C)S.CCC(C)I	CCC(C)SC(C)(C)CNc1ccccc1NCC(C)(C)S	empty	empty	empty	empty	0.0
6323	CNc1nccc(I)c1Cl.COC(=O)CCS	CNc1nccc(SCCC(=O)OC)c1Cl	empty	empty	empty	empty	0.0
6324	CC(C)(C)OC(=O)C[C@@H](CI)NC(=O)OCc1ccccc1.Sc1ccccc1	CC(C)(C)OC(=O)C[C@@H](CSc1ccccc1)NC(=O)OCc1ccccc1	empty	empty	empty	empty	0.0
6325	FC(F)(F)C(F)(F)I.Sc1ccc(Br)cc1	FC(F)(F)C(F)(F)Sc1ccc(Br)cc1	empty	empty	empty	empty	0.0
6326	CCCCCCCOc1cc(I)ccc1CNc1ccc(CC(=O)OCC)cc1.Cn1c(S)nnc1-c1ccc(C(C)(C)C)cc1	CCCCCCCOc1cc(Sc2nnc(-c3ccc(C(C)(C)C)cc3)n2C)ccc1CNc1ccc(CC(=O)OCC)cc1	empty	empty	empty	empty	0.0
6327	N#Cc1c(F)ccc(S)c1F.FC(F)(F)I	N#Cc1c(F)ccc(SC(F)(F)F)c1F	empty	empty	empty	empty	0.0
6328	O=c1[nH]c(=O)c2cc(C(F)(F)F)c(-c3cc(Cl)c(F)cc3F)c(I)c2[nH]1.CO[C@H](CO)CS	CO[C@H](CO)CSc1c(-c2cc(Cl)c(F)cc2F)c(C(F)(F)F)cc2c(=O)[nH]c(=O)[nH]c12	empty	empty	empty	empty	0.0
6329	COc1ccc(-c2cc(Sc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])sc2-c2ccc(OC)cc2)cc1.CI	COc1ccc(-c2cc(SC)sc2-c2ccc(OC)cc2)cc1	empty	empty	empty	empty	0.0
6330	Fc1ccc(S)cc1F.FC(F)(F)CCI	Fc1ccc(SCCC(F)(F)F)cc1F	empty	empty	empty	empty	0.0
6331	O=c1[nH]c(=O)c2cc(C(F)(F)F)c(-c3cc(Cl)c(F)cc3F)c(I)c2[nH]1.CCN(CC)CCO[C@@H](CO)CS	CCN(CC)CCO[C@@H](CO)CSc1c(-c2cc(Cl)c(F)cc2F)c(C(F)(F)F)cc2c(=O)[nH]c(=O)[nH]c12	empty	empty	empty	empty	0.0
6332	O=C1Cc2c([nH]c(=S)n(-c3ccc(OCC(F)(F)C(F)(F)F)cc3)c2=O)N1.CC(C)I	CC(C)Sc1nc2c(c(=O)n1-c1ccc(OCC(F)(F)C(F)(F)F)cc1)CC(=O)N2	empty	empty	empty	empty	0.0
6333	CC(C)(C)c1ccc(S)cc1.Nc1ccccc1I	CC(C)(C)c1ccc(Sc2ccccc2N)cc1	empty	empty	empty	empty	0.0
6334	CCCC(C=O)(CSCc1ccccc1)CSCc1ccccc1.C[Mg]I	CCCC(CSCc1ccccc1)(CSCc1ccccc1)C(C)O	empty	empty	empty	empty	0.0
6335	CCOc1cc(C)c(C(=O)c2ccc(C(=O)OC)cc2)cc1C(C)C.C[Mg]I	CCOc1cc(C)c(C(C)(O)c2ccc(C(=O)OC)cc2)cc1C(C)C	empty	empty	empty	empty	0.0
6336	C[Mg]I.O=C1CCCc2ccccc21	CC1=CCCc2ccccc21	empty	empty	empty	empty	0.0
6337	C[Mg]I.O=C1CCc2ccc(Br)nc21	CC1(O)CCc2ccc(Br)nc21	empty	empty	empty	empty	0.0
6338	CC(=O)c1ccc(Nc2cc(N(C)C(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1.C[Mg]I	CN(C(=O)Nc1c(Cl)cccc1Cl)c1cc(Nc2ccc(C(C)(C)O)cc2)ncn1	empty	empty	empty	empty	0.0
6339	C=C1C=CC(C)C(/C=C/C=O)C1(C)C.C[Mg]I	C=C1C=CC(C)C(/C=C/C(C)O)C1(C)C	empty	empty	empty	empty	0.0
6340	Cc1sc(C2CCN(C(=O)OC(C)(C)C)CC2)nc1C=O.C[Mg]I	Cc1sc(C2CCN(C(=O)OC(C)(C)C)CC2)nc1C(C)O	empty	empty	empty	empty	0.0
6341	O=C1CN(S(=O)(=O)c2ccccc2Cl)CC[C@@]12CCN(c1ccc(OC(F)(F)F)cc1)C2=O.C[Mg]I	C[C@]1(O)CN(S(=O)(=O)c2ccccc2Cl)CC[C@@]12CCN(c1ccc(OC(F)(F)F)cc1)C2=O	empty	empty	empty	empty	0.0
6342	C[Mg]I.O=C1c2cc(Br)ccc2-c2ccc(Br)cc21	CC1(O)c2cc(Br)ccc2-c2ccc(Br)cc21	empty	empty	empty	empty	0.0
6343	C[Mg]I.O=C1CN(C(c2ccccc2)c2ccccc2)C1	CC1(O)CN(C(c2ccccc2)c2ccccc2)C1	empty	empty	empty	empty	0.0
6344	C[Mg]I.O=CCCOc1ccccc1	CC(O)CCOc1ccccc1	empty	empty	empty	empty	0.0
6345	C[Mg]I.O=Cc1ccnc2ccccc12	CC(O)c1ccnc2ccccc12	empty	empty	empty	empty	0.0
6346	C[C@@H]1CCN(CCOc2ccc(C3Oc4cc(OC5CCCCO5)ccc4C(=O)C3c3ccc(OC4CCCCO4)cc3)cc2)C1.C[Mg]I	C[C@@H]1CCN(CCOc2ccc(C3Oc4cc(OC5CCCCO5)ccc4C(C)(O)C3c3ccc(OC4CCCCO4)cc3)cc2)C1	empty	empty	empty	empty	0.0
6347	COC(=O)C1CCCCN1CCC(=O)c1ccc(F)cc1.Clc1ccc([Mg]I)cc1	COC(=O)C1CCCCN1CCC(O)(c1ccc(F)cc1)c1ccc(Cl)cc1	empty	empty	empty	empty	0.0
6348	C[Mg]I.O=C(c1ccoc1)c1cccc(Cl)c1	C[C@@](O)(c1ccoc1)c1cccc(Cl)c1	empty	empty	empty	empty	0.0
6349	C[Mg]I.Nc1ccc(Cl)cc1C(=O)c1ccccc1	CC(O)(c1ccccc1)c1cc(Cl)ccc1N	empty	empty	empty	empty	0.0
6350	C[Mg]I.O=Cc1nnc(-c2ccccc2)s1	CC(O)c1nnc(-c2ccccc2)s1	empty	empty	empty	empty	0.0
6351	C[Mg]I.O=Cc1cc(-c2cc(Cl)ccc2F)on1	CC(O)c1cc(-c2cc(Cl)ccc2F)on1	empty	empty	empty	empty	0.0
6352	Cn1ncc2cc(C(=O)c3cnc4ccc(Cl)nn34)ccc21.C[Mg]I	Cn1ncc2cc(C(C)(O)c3cnc4ccc(Cl)nn34)ccc21	empty	empty	empty	empty	0.0
6353	C[Mg]I.O=C1COc2ccc(Br)nc21	CC1(O)COc2ccc(Br)nc21	empty	empty	empty	empty	0.0
6354	C[C@H]1c2cccc(C=O)c2CCN1C(=O)Cc1c(Cl)cccc1Cl.C[Mg]I	CC(O)c1cccc2c1CCN(C(=O)Cc1c(Cl)cccc1Cl)[C@H]2C	empty	empty	empty	empty	0.0
6355	CC(=O)c1ccc(C(=O)N2CC(Oc3ccc(F)cc3C(C)(C)C)C2)cc1.C[Mg]I	CC(C)(C)c1cc(F)ccc1OC1CN(C(=O)c2ccc(C(C)(C)O)cc2)C1	empty	empty	empty	empty	0.0
6356	COc1c(C=O)cc(S(N)(=O)=O)cc1-c1cccc(NC(N)=O)c1.O=C(Cl)CCc1cccnc1	COc1c(C=O)cc(S(=O)(=O)NC(=O)CCc2cccnc2)cc1-c1cccc(NC(N)=O)c1	empty	empty	empty	empty	0.0
6357	CS(=O)(=O)Nc1cc(Cl)cc2nc(N3CCCNCC3)oc12.O=C(Cl)c1ccccc1.Cl	O=C(Nc1cc(Cl)cc2nc(N3CCCNCC3)oc12)c1ccccc1.Cl	empty	empty	empty	empty	0.0
6358	CCCCCCCCCCCCCCCCCC(=O)Cl.CS(N)(=O)=O	CCCCCCCCCCCCCCCCCC(=O)NS(C)(=O)=O	empty	empty	empty	empty	0.0
6359	Cc1cc(S(N)(=O)=O)cnc1Cl.O=C(Cl)c1ccc(Cl)cc1Cl	Cc1cc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cnc1Cl	empty	empty	empty	empty	0.0
6360	COc1c(C=O)cc(S(N)(=O)=O)cc1-c1cccc(Cl)c1.O=C(Cl)CCc1ccccc1	COc1c(C=O)cc(S(=O)(=O)NC(=O)CCc2ccccc2)cc1-c1cccc(Cl)c1	empty	empty	empty	empty	0.0
6361	CCC(OC)c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F.CCCCCC(=O)Cl	CCCCCC(=O)N(n1c(=O)[nH]c2cc(C(F)(F)F)c(C(CC)OC)cc2c1=O)S(C)(=O)=O	empty	empty	empty	empty	0.0
6362	NS(=O)(=O)c1ccccc1NC(=O)c1cccc(OCc2ccccc2)c1.O=C(Cl)c1ccccc1	O=C(Nc1ccccc1S(=O)(=O)NC(=O)c1ccccc1)c1cccc(OCc2ccccc2)c1	empty	empty	empty	empty	0.0
6363	NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1.CC(C)C(=O)Cl	CC(C)C(=O)NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1	empty	empty	empty	empty	0.0
6364	COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C(=O)Cl)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2.CS(N)(=O)=O	COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C(=O)NS(C)(=O)=O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	empty	empty	empty	empty	0.0
6365	O=S(=O)(NCCc1ccccc1)C1CCCCC1.CC(C)(C)C(=O)Cl	CC(C)(C)C(=O)N(CCc1ccccc1)S(=O)(=O)C1CCCCC1	empty	empty	empty	empty	0.0
6366	O=C(Cl)c1ccc(Cl)cc1Cl.NS(=O)(=O)c1ccccc1	O=C(NS(=O)(=O)c1ccccc1)c1ccc(Cl)cc1Cl	empty	empty	empty	empty	0.0
6367	NS(=O)(=O)Cn1nnc(-c2ccccc2Nc2ccc(C(F)(F)F)cc2)n1.CC(=O)Cl	CC(=O)NS(=O)(=O)Cn1nnc(-c2ccccc2Nc2ccc(C(F)(F)F)cc2)n1	empty	empty	empty	empty	0.0
6368	C=CCCCCCCCCC(=O)Cl.O=C1NS(=O)(=O)c2ccccc21	C=CCCCCCCCCC(=O)N1C(=O)c2ccccc2S1(=O)=O	empty	empty	empty	empty	0.0
6369	COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)Cl)ccn1.Cc1cc(C#N)ccc1S(N)(=O)=O	COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)c2ccc(C#N)cc2C)ccn1	empty	empty	empty	empty	0.0
6370	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1.CC(=O)Cl	CC(=O)NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1	empty	empty	empty	empty	0.0
